avg_rating,helpful,model,product,q_and_a,rating,recommended,skuId,total_reviews,unhelpful,user 
4.8,3,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,4,97%,6009879,1318,0,boaa1kei
4.8,15,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,4,Kiel695
4.8,6,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,4,97%,6009879,1318,1,Shay
4.8,0,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,3,97%,6009879,1318,4,ThatOneRandomTechGuy
4.8,4,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,1,Seth
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,TechGuy
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,mr2loops
4.8,0,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Patrick
4.8,3,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Buriedpanther
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Syoung010
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,ThunderHawk
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Dave
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Kiel695
4.8,1,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Chris
4.8,0,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,Prettypictureplz
4.8,8,MT5C2LL/A,Apple - iPhone XS Max 64GB - Gold (Verizon),64,5,97%,6009879,1318,0,BarbfromVH
4.5,1,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,1,95%,6251810,201,4,Sassy
4.5,3,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,0,Gamer78
4.5,13,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,Nikki
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,0,Cameron
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,0,Windy
4.5,1,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,poisondart
4.5,7,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,1,Samster
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,0,Jimbo
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,0,Sfdmth
4.5,3,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,1,95%,6251810,201,3,gozagsmenbasketball
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,CFriel
4.5,2,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,DaPJet
4.5,2,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,1,Fatboy5760
4.5,6,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,NASCARFORD21
4.5,9,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,1,Beverly
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,TiredTeck
4.5,9,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,1,Djaun
4.5,1,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,Lovemycat
4.5,1,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,5,95%,6251810,201,0,Charity
4.5,0,SMJ737VZKV,Samsung - Galaxy J7 TOP - Black (Verizon),7,4,95%,6251810,201,0,Work
4.7,18,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,BBJS
4.7,23,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,Daboosh
4.7,24,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,4,97%,6191404,2499,5,JHoffman02
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,2,97%,6191404,2499,0,Ntmd8or
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,4,97%,6191404,2499,0,Reviewname
4.7,2,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,cgNY
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,4,97%,6191404,2499,0,Tg25
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,rcrumb
4.7,18,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,2,97%,6191404,2499,66,ceponatia
4.7,8,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,1,NancyM
4.7,1,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,2,97%,6191404,2499,2,Simplysouthern
4.7,2,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,3,Carwen
4.7,6,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,Vera
4.7,19,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,3,twilly
4.7,8,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,1,97%,6191404,2499,12,thecrg
4.7,15,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,1,MRes
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,HTSME
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,1,97%,6191404,2499,1,teacher
4.7,12,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,1,97%,6191404,2499,10,Notessh
4.7,0,SMG960UZKV,Samsung - Galaxy S9 64GB - Midnight Black (Verizon),122,5,97%,6191404,2499,0,BestBuyHandDryer4Life
4.7,25,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,4,96%,6009931,2257,6,PinkPower
4.7,16,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,Bkelly217
4.7,40,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,3,96%,6009931,2257,4,Joeschmo
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,2,96%,6009931,2257,0,coguy
4.7,14,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,ReturnoftheMac
4.7,2,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,phonegeek
4.7,15,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,2,David
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,4,96%,6009931,2257,0,JerseyBelle
4.7,11,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,19,Calire
4.7,2,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,4,noitcele
4.7,10,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,phonegeek7
4.7,2,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,1,96%,6009931,2257,3,NotUnlocked
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,Packerman8
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,4,96%,6009931,2257,1,RealJZ
4.7,1,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,4,96%,6009931,2257,1,Jerry
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,1,Rainman
4.7,1,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,rcrumb
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,5,96%,6009931,2257,0,reynoak
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,3,96%,6009931,2257,0,FrugalDad
4.7,0,MQ6K2LL/A,Apple - iPhone 8 64GB - Space Gray (Verizon),78,4,96%,6009931,2257,0,CMoney
4.8,5,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,brandybee
4.8,40,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,3,LindaLou
4.8,8,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,1,Bill
4.8,6,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,3,98%,5801401,1053,2,Hori16
4.8,7,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,4,98%,5801401,1053,0,DAFFY
4.8,7,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,k9strong
4.8,13,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,4,98%,5801401,1053,7,AlexJ
4.8,5,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,3,98%,5801401,1053,6,Jules
4.8,1,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,4,98%,5801401,1053,0,FryingInFlorida
4.8,1,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,MadisonDoe
4.8,9,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,JoshD
4.8,0,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,65galaxie
4.8,1,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,4,98%,5801401,1053,1,Joey
4.8,0,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,KaraV
4.8,9,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,AndrewinMD
4.8,1,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,3,98%,5801401,1053,0,Nick
4.8,7,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,5,Elias5414
4.8,1,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,0,Nancerella
4.8,2,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,5,98%,5801401,1053,2,Appleuser
4.8,1,MRYV2LL/A,Apple - iPhone XR 64GB - Yellow (Verizon),63,4,98%,5801401,1053,0,Chris
4.8,20,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,jsiau
4.8,40,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,4,98%,5801406,805,0,FirefighterFrank
4.8,2,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,Mark
4.8,20,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,1,Westy
4.8,13,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,2,98%,5801406,805,58,Chani
4.8,1,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,Viktoria
4.8,10,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,Hcjmoose
4.8,11,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,3,needmoarhardware
4.8,2,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,RetiredwithActitude
4.8,0,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,Ross
4.8,0,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,4,98%,5801406,805,0,MellieMel
4.8,0,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,Daisy
4.8,1,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,KSTS400
4.8,0,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,knolt
4.8,0,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,OldSkool7Four
4.8,6,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,1,Mickey
4.8,3,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,1,MorningEvening
4.8,6,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,tomw
4.8,1,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,OldSkool7Four
4.8,1,MRYY2LL/A,Apple - iPhone XR 128GB - Black (Verizon),25,5,98%,5801406,805,0,EB138
4.8,48,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,8,lamar310
4.8,3,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,iris
4.8,31,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,4,97%,6009888,1508,7,Westy
4.8,5,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,1,K185
4.8,10,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,1,KaeL
4.8,17,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,1,Kcir
4.8,10,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,4,Krishna
4.8,4,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,HokieSteve
4.8,14,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,3,Jerm256
4.8,1,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,Happy
4.8,11,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,10,JordanGeneral
4.8,0,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,Fireballs33
4.8,2,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,1,Ngoclan
4.8,0,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,mjur0
4.8,0,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,Katpie
4.8,0,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,4,97%,6009888,1508,0,AMYF
4.8,0,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,Berg
4.8,1,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,Superstarmar
4.8,3,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,SaeS
4.8,0,MT5F2LL/A,Apple - iPhone XS Max 256GB - Gold (Verizon),27,5,97%,6009888,1508,0,ItsMatt
4.8,16,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,5,UPittgrad2014
4.8,36,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,3,Gadgetgal
4.8,34,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,6,Mg88
4.8,2,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,3,97%,6009877,1318,40,Eae50
4.8,3,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,4,97%,6009877,1318,0,boaa1kei
4.8,15,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,4,Kiel695
4.8,6,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,4,97%,6009877,1318,1,Shay
4.8,0,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,3,97%,6009877,1318,4,ThatOneRandomTechGuy
4.8,4,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,1,Seth
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,TechGuy
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,mr2loops
4.8,0,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Patrick
4.8,3,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Buriedpanther
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Syoung010
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,ThunderHawk
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Dave
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Kiel695
4.8,1,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Chris
4.8,0,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,Prettypictureplz
4.8,8,MT592LL/A,Apple - iPhone XS Max 64GB - Space Gray (Verizon),64,5,97%,6009877,1318,0,BarbfromVH
4.8,34,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,0,Happydad
4.8,22,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,1,98%,6191412,2784,50,JereS
4.8,4,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,0,Happydad
4.8,0,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,0,Cissy
4.8,8,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,4,98%,6191412,2784,1,MarkC
4.8,11,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,3,98%,6191412,2784,5,MarkC
4.8,44,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,2,98%,6191412,2784,58,Jonathon
4.8,10,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,3,98%,6191412,2784,2,Miclevine
4.8,7,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,4,98%,6191412,2784,14,Matt
4.8,2,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,0,BestBuyCustomer98
4.8,0,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,1,98%,6191412,2784,1,David
4.8,4,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,1,noobsquared
4.8,0,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,2,98%,6191412,2784,0,technician
4.8,10,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,2,98%,6191412,2784,20,Robert
4.8,0,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,0,Chknprof
4.8,1,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,1,Gatt
4.8,12,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,2,Jweaver96
4.8,4,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,4,98%,6191412,2784,1,GISMANN
4.8,4,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,5,98%,6191412,2784,2,Chuck
4.8,0,SMG965UZKV,Samsung - Galaxy S9+ 64GB - Midnight Black (Verizon),84,4,98%,6191412,2784,0,602Cat
4.6,1,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,4,94%,6327006,95,1,Starkfish
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,1,94%,6327006,95,0,Disappointed
4.6,4,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,3,94%,6327006,95,18,mmitech
4.6,4,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,4,94%,6327006,95,0,Oilcan
4.6,1,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,4,94%,6327006,95,0,Trish
4.6,4,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Cool
4.6,1,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Boopdeedoo
4.6,1,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,clay
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Mark1921
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,1,94%,6327006,95,0,TheBlackSwan
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,1,94%,6327006,95,1,TheBlackSwan
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,4,94%,6327006,95,0,Kyle
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,HJStrawberry
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Shopper
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Junior
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,PerfectNewPhone
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,4,94%,6327006,95,0,Bmed
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,4,94%,6327006,95,0,deananth
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Laura
4.6,0,SMG970UZBV,Samsung - Galaxy S10e with 128GB Memory Cell Phone - Prism Blue (Verizon),5,5,94%,6327006,95,0,Hypej
4.9,12,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,3,99%,6299959,2197,5,Pablo
4.9,0,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,0,JakeE
4.9,20,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,4,99%,6299959,2197,6,nortex
4.9,2,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,0,Jeff
4.9,4,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,2,99%,6299959,2197,6,SPod
4.9,23,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,3,Earl
4.9,9,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,1,Asnipe
4.9,6,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,1,EdmundK
4.9,20,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,4,SteveK
4.9,4,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,2,99%,6299959,2197,2,BuckeyeOne
4.9,3,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,0,Kevin
4.9,8,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,1,Will
4.9,1,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,0,Kencochran2
4.9,1,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,0,Jeremy
4.9,8,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,2,ncatoffice
4.9,1,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,3,99%,6299959,2197,1,bagcag2
4.9,3,SMN960UZKV,Samsung - Galaxy Note9 128GB - Midnight Black (Verizon),88,5,99%,6299959,2197,0,DocBrown
